,support,itemsets,length,country
32988,0.3,"('wine', 'vegetable')",2,france
32989,0.3,"('city', 'vegetable')",2,france
32990,0.3,"('town', 'vegetable')",2,france
32991,0.3,"('house', 'vegetable')",2,france
33018,0.3,"('restaurant', 'studio')",2,france
33019,0.3,"('island', 'studio')",2,france
33020,0.3,"('studio', 'building')",2,france
33021,0.3,"('city', 'studio')",2,france
33022,0.3,"('town', 'studio')",2,france
33023,0.3,"('garden', 'studio')",2,france
33024,0.3,"('draw', 'studio')",2,france
33025,0.3,"('house', 'studio')",2,france
33273,0.3,"('wine', 'slope')",2,france
33274,0.3,"('slope', 'building')",2,france
33275,0.3,"('town', 'slope')",2,france
33276,0.3,"('garden', 'slope')",2,france
33277,0.3,"('draw', 'slope')",2,france
33278,0.3,"('house', 'slope')",2,france
33336,0.3,"('seafood', 'bird')",2,france
33337,0.3,"('seafood', 'park')",2,france
33338,0.3,"('seafood', 'office')",2,france
33339,0.3,"('field', 'seafood')",2,france
33340,0.3,"('hill', 'seafood')",2,france
33341,0.3,"('city', 'seafood')",2,france
33342,0.3,"('town', 'seafood')",2,france
33343,0.3,"('seafood', 'house')",2,france
33591,0.3,"('salad', 'vegetable')",2,france
33592,0.3,"('salad', 'shallow')",2,france
33593,0.3,"('salad', 'wine')",2,france
33594,0.3,"('salad', 'city')",2,france
33595,0.3,"('salad', 'town')",2,france
33596,0.3,"('salad', 'house')",2,france
33654,0.3,"('salad', 'plant')",2,france
33655,0.3,"('vegetable', 'plant')",2,france
33656,0.3,"('shallow', 'plant')",2,france
33657,0.3,"('wine', 'plant')",2,france
33658,0.3,"('city', 'plant')",2,france
33659,0.3,"('town', 'plant')",2,france
33660,0.3,"('house', 'plant')",2,france
33781,0.3,"('meat', 'seafood')",2,france
33782,0.3,"('meat', 'bird')",2,france
33783,0.3,"('meat', 'park')",2,france
33784,0.3,"('meat', 'office')",2,france
33785,0.3,"('meat', 'field')",2,france
33786,0.3,"('hill', 'meat')",2,france
33787,0.3,"('meat', 'city')",2,france
33788,0.3,"('town', 'meat')",2,france
33789,0.3,"('meat', 'house')",2,france
34292,0.3,"('meal', 'studio')",2,france
34293,0.3,"('meal', 'restaurant')",2,france
34294,0.3,"('meal', 'island')",2,france
34295,0.3,"('meal', 'building')",2,france
34296,0.3,"('city', 'meal')",2,france
34297,0.3,"('town', 'meal')",2,france
34298,0.3,"('garden', 'meal')",2,france
34299,0.3,"('meal', 'draw')",2,france
34300,0.3,"('meal', 'house')",2,france
34803,0.3,"('architecture', 'meal')",2,france
34804,0.3,"('architecture', 'studio')",2,france
34805,0.3,"('architecture', 'restaurant')",2,france
34806,0.3,"('architecture', 'island')",2,france
34807,0.3,"('architecture', 'building')",2,france
34808,0.3,"('architecture', 'city')",2,france
34809,0.3,"('town', 'architecture')",2,france
34810,0.3,"('architecture', 'garden')",2,france
34811,0.3,"('architecture', 'draw')",2,france
34812,0.3,"('architecture', 'house')",2,france
35826,0.4,"('resort', 'city')",2,france
35827,0.4,"('resort', 'town')",2,france
35828,0.4,"('resort', 'draw')",2,france
35829,0.4,"('resort', 'house')",2,france
35830,0.3,"('resort', 'garden')",2,france
35857,0.5,"('town', 'forest')",2,france
35858,0.5,"('forest', 'house')",2,france
35859,0.4,"('resort', 'forest')",2,france
35860,0.4,"('city', 'forest')",2,france
35861,0.4,"('garden', 'forest')",2,france
35862,0.4,"('forest', 'draw')",2,france
35863,0.4,"('hill', 'forest')",2,france
35948,0.5,"('cliff', 'forest')",2,france
35949,0.5,"('town', 'cliff')",2,france
35950,0.5,"('cliff', 'house')",2,france
35951,0.4,"('resort', 'cliff')",2,france
35952,0.4,"('cliff', 'city')",2,france
35953,0.4,"('garden', 'cliff')",2,france
35954,0.4,"('cliff', 'draw')",2,france
35955,0.4,"('cliff', 'office')",2,france
35956,0.4,"('hill', 'cliff')",2,france
35957,0.3,"('field', 'cliff')",2,france
36371,0.4,"('castle', 'building')",2,france
36372,0.4,"('cliff', 'castle')",2,france
36373,0.4,"('castle', 'forest')",2,france
36374,0.4,"('town', 'castle')",2,france
36375,0.4,"('garden', 'castle')",2,france
36376,0.4,"('castle', 'draw')",2,france
36377,0.4,"('castle', 'house')",2,france
36378,0.3,"('resort', 'castle')",2,france
36379,0.3,"('city', 'castle')",2,france
36380,0.3,"('show', 'castle')",2,france
36381,0.3,"('castle', 'office')",2,france
36382,0.3,"('hill', 'castle')",2,france
37778,0.4,"('fortress', 'city')",2,france
37779,0.3,"('fortress', 'castle')",2,france
37780,0.3,"('fortress', 'building')",2,france
37781,0.3,"('fortress', 'cliff')",2,france
37782,0.3,"('fortress', 'forest')",2,france
37783,0.3,"('resort', 'fortress')",2,france
37784,0.3,"('town', 'fortress')",2,france
37785,0.3,"('fortress', 'garden')",2,france
37786,0.3,"('fortress', 'draw')",2,france
37787,0.3,"('fortress', 'house')",2,france
38801,0.4,"('narrow', 'cliff')",2,france
38802,0.4,"('narrow', 'forest')",2,france
38803,0.4,"('narrow', 'town')",2,france
38804,0.4,"('narrow', 'house')",2,france
38805,0.3,"('narrow', 'castle')",2,france
38806,0.3,"('narrow', 'building')",2,france
38807,0.3,"('narrow', 'resort')",2,france
38808,0.3,"('narrow', 'city')",2,france
38809,0.3,"('narrow', 'garden')",2,france
38810,0.3,"('narrow', 'draw')",2,france
38811,0.3,"('narrow', 'steep')",2,france
38812,0.3,"('narrow', 'shop')",2,france
38813,0.3,"('narrow', 'office')",2,france
38814,0.3,"('narrow', 'hill')",2,france
39344,0.4,"('chapel', 'castle')",2,france
39345,0.4,"('chapel', 'building')",2,france
39346,0.4,"('chapel', 'cliff')",2,france
39347,0.4,"('chapel', 'forest')",2,france
39348,0.4,"('town', 'chapel')",2,france
39349,0.4,"('garden', 'chapel')",2,france
39350,0.4,"('chapel', 'draw')",2,france
39351,0.4,"('chapel', 'house')",2,france
39352,0.3,"('narrow', 'chapel')",2,france
39353,0.3,"('chapel', 'island')",2,france
39354,0.3,"('fortress', 'chapel')",2,france
39355,0.3,"('resort', 'chapel')",2,france
39356,0.3,"('chapel', 'city')",2,france
39357,0.3,"('steep', 'chapel')",2,france
39358,0.3,"('chapel', 'show')",2,france
39359,0.3,"('chapel', 'office')",2,france
39360,0.3,"('hill', 'chapel')",2,france
47535,0.4,"('chapel', 'cheese')",2,france
47536,0.4,"('cheese', 'castle')",2,france
47537,0.4,"('cheese', 'building')",2,france
47538,0.4,"('cheese', 'cliff')",2,france
47539,0.4,"('cheese', 'forest')",2,france
47540,0.4,"('town', 'cheese')",2,france
47541,0.4,"('garden', 'cheese')",2,france
47542,0.4,"('cheese', 'draw')",2,france
47543,0.4,"('cheese', 'house')",2,france
47544,0.3,"('cheese', 'restaurant')",2,france
47545,0.3,"('narrow', 'cheese')",2,france
47546,0.3,"('cheese', 'island')",2,france
47547,0.3,"('fortress', 'cheese')",2,france
47548,0.3,"('resort', 'cheese')",2,france
47549,0.3,"('cheese', 'city')",2,france
47550,0.3,"('cheese', 'climb')",2,france
47551,0.3,"('steep', 'cheese')",2,france
47552,0.3,"('cheese', 'show')",2,france
47553,0.3,"('cheese', 'office')",2,france
47554,0.3,"('hill', 'cheese')",2,france
80302,0.3,"('city', 'coast')",2,france
80303,0.3,"('fortress', 'fish')",2,france
80304,0.3,"('fish', 'city')",2,france
80306,0.3,"('bay', 'cheese')",2,france
80307,0.3,"('bay', 'restaurant')",2,france
80308,0.3,"('bay', 'chapel')",2,france
80309,0.3,"('bay', 'island')",2,france
80310,0.3,"('fortress', 'bay')",2,france
80311,0.3,"('bay', 'castle')",2,france
80312,0.3,"('bay', 'building')",2,france
80313,0.3,"('bay', 'cliff')",2,france
80314,0.3,"('bay', 'forest')",2,france
80315,0.3,"('resort', 'bay')",2,france
80316,0.3,"('bay', 'city')",2,france
80317,0.3,"('town', 'bay')",2,france
80318,0.3,"('bay', 'garden')",2,france
80319,0.3,"('bay', 'draw')",2,france
80320,0.3,"('bay', 'house')",2,france
113073,0.3,"('mainland', 'bay')",2,france
113074,0.3,"('mainland', 'cheese')",2,france
113075,0.3,"('mainland', 'restaurant')",2,france
113076,0.3,"('mainland', 'chapel')",2,france
113077,0.3,"('mainland', 'island')",2,france
113078,0.3,"('mainland', 'fortress')",2,france
113079,0.3,"('mainland', 'castle')",2,france
113080,0.3,"('mainland', 'building')",2,france
113081,0.3,"('mainland', 'cliff')",2,france
113082,0.3,"('mainland', 'forest')",2,france
113083,0.3,"('resort', 'mainland')",2,france
113084,0.3,"('mainland', 'city')",2,france
113085,0.3,"('mainland', 'town')",2,france
113086,0.3,"('mainland', 'garden')",2,france
113087,0.3,"('mainland', 'draw')",2,france
113088,0.3,"('mainland', 'house')",2,france
178608,0.3,"('cheese', 'ridge')",2,france
178609,0.3,"('chapel', 'ridge')",2,france
178610,0.3,"('narrow', 'ridge')",2,france
178611,0.3,"('castle', 'ridge')",2,france
178612,0.3,"('ridge', 'building')",2,france
178613,0.3,"('cliff', 'ridge')",2,france
178614,0.3,"('ridge', 'forest')",2,france
178615,0.3,"('town', 'ridge')",2,france
178616,0.3,"('garden', 'ridge')",2,france
178617,0.3,"('ridge', 'draw')",2,france
178618,0.3,"('ridge', 'house')",2,france
180655,0.3,"('mainland', 'shore')",2,france
180656,0.3,"('bay', 'shore')",2,france
180657,0.3,"('cheese', 'shore')",2,france
180658,0.3,"('shore', 'restaurant')",2,france
180659,0.3,"('chapel', 'shore')",2,france
180660,0.3,"('shore', 'island')",2,france
180661,0.3,"('fortress', 'shore')",2,france
180662,0.3,"('castle', 'shore')",2,france
180663,0.3,"('shore', 'building')",2,france
180664,0.3,"('cliff', 'shore')",2,france
180665,0.3,"('shore', 'forest')",2,france
180666,0.3,"('resort', 'shore')",2,france
180667,0.3,"('city', 'shore')",2,france
180668,0.3,"('town', 'shore')",2,france
180669,0.3,"('garden', 'shore')",2,france
180670,0.3,"('shore', 'draw')",2,france
180671,0.3,"('shore', 'house')",2,france
311726,0.3,"('fish', 'harbour')",2,france
311727,0.3,"('fortress', 'harbour')",2,france
311728,0.3,"('city', 'harbour')",2,france
311733,0.3,"('oyster', 'shallow')",2,france
311734,0.3,"('narrow', 'oyster')",2,france
311735,0.3,"('oyster', 'cliff')",2,france
311736,0.3,"('oyster', 'forest')",2,france
311737,0.3,"('resort', 'oyster')",2,france
311738,0.3,"('oyster', 'city')",2,france
311739,0.3,"('town', 'oyster')",2,france
311740,0.3,"('oyster', 'house')",2,france
311988,0.3,"('mountain', 'oyster')",2,france
311989,0.3,"('mountain', 'shallow')",2,france
311990,0.3,"('narrow', 'mountain')",2,france
311991,0.3,"('mountain', 'cliff')",2,france
311992,0.3,"('mountain', 'forest')",2,france
311993,0.3,"('mountain', 'resort')",2,france
311994,0.3,"('mountain', 'city')",2,france
311995,0.3,"('mountain', 'town')",2,france
311996,0.3,"('mountain', 'house')",2,france
312499,0.3,"('mountain', 'vegetation')",2,france
312500,0.3,"('vegetation', 'oyster')",2,france
312501,0.3,"('vegetation', 'shallow')",2,france
312502,0.3,"('narrow', 'vegetation')",2,france
312503,0.3,"('vegetation', 'cliff')",2,france
312504,0.3,"('vegetation', 'forest')",2,france
312505,0.3,"('resort', 'vegetation')",2,france
312506,0.3,"('vegetation', 'city')",2,france
312507,0.3,"('vegetation', 'town')",2,france
312508,0.3,"('vegetation', 'house')",2,france
313522,0.4,"('steep', 'cliff')",2,france
313523,0.4,"('steep', 'office')",2,france
313524,0.4,"('steep', 'forest')",2,france
313525,0.4,"('hill', 'steep')",2,france
313526,0.4,"('town', 'steep')",2,france
313527,0.4,"('steep', 'house')",2,france
313528,0.3,"('shop', 'steep')",2,france
313529,0.3,"('field', 'steep')",2,france
313530,0.3,"('resort', 'steep')",2,france
313531,0.3,"('steep', 'city')",2,france
313532,0.3,"('steep', 'castle')",2,france
313533,0.3,"('steep', 'show')",2,france
313534,0.3,"('steep', 'building')",2,france
313535,0.3,"('garden', 'steep')",2,france
313536,0.3,"('steep', 'draw')",2,france
316081,0.4,"('steep', 'climb')",2,france
316082,0.4,"('cliff', 'climb')",2,france
316083,0.4,"('office', 'climb')",2,france
316084,0.4,"('forest', 'climb')",2,france
316085,0.4,"('hill', 'climb')",2,france
316086,0.4,"('town', 'climb')",2,france
316087,0.4,"('house', 'climb')",2,france
316088,0.3,"('park', 'climb')",2,france
316089,0.3,"('narrow', 'climb')",2,france
316090,0.3,"('shop', 'climb')",2,france
316091,0.3,"('field', 'climb')",2,france
316092,0.3,"('resort', 'climb')",2,france
316093,0.3,"('city', 'climb')",2,france
316094,0.3,"('chapel', 'climb')",2,france
316095,0.3,"('castle', 'climb')",2,france
316096,0.3,"('show', 'climb')",2,france
316097,0.3,"('climb', 'building')",2,france
316098,0.3,"('garden', 'climb')",2,france
316099,0.3,"('draw', 'climb')",2,france
326576,0.3,"('cycling', 'climb')",2,france
326577,0.3,"('steep', 'cycling')",2,france
326578,0.3,"('cliff', 'cycling')",2,france
326579,0.3,"('cycling', 'office')",2,france
326580,0.3,"('forest', 'cycling')",2,france
326581,0.3,"('hill', 'cycling')",2,france
326582,0.3,"('town', 'cycling')",2,france
326583,0.3,"('house', 'cycling')",2,france
326831,0.3,"('beach', 'climb')",2,france
326832,0.3,"('beach', 'park')",2,france
326833,0.3,"('steep', 'beach')",2,france
326834,0.3,"('cliff', 'beach')",2,france
326835,0.3,"('beach', 'office')",2,france
326836,0.3,"('field', 'beach')",2,france
326837,0.3,"('forest', 'beach')",2,france
326838,0.3,"('hill', 'beach')",2,france
326839,0.3,"('resort', 'beach')",2,france
326840,0.3,"('city', 'beach')",2,france
326841,0.3,"('town', 'beach')",2,france
326842,0.3,"('house', 'beach')",2,france
330926,0.3,"('climb', 'grape')",2,france
330927,0.3,"('narrow', 'grape')",2,france
330928,0.3,"('steep', 'grape')",2,france
330929,0.3,"('shop', 'grape')",2,france
330930,0.3,"('cliff', 'grape')",2,france
330931,0.3,"('office', 'grape')",2,france
330932,0.3,"('forest', 'grape')",2,france
330933,0.3,"('hill', 'grape')",2,france
330934,0.3,"('town', 'grape')",2,france
330935,0.3,"('house', 'grape')",2,france
331949,0.3,"('beach', 'swim')",2,france
331950,0.3,"('swim', 'climb')",2,france
331951,0.3,"('swim', 'park')",2,france
331952,0.3,"('steep', 'swim')",2,france
331953,0.3,"('cliff', 'swim')",2,france
331954,0.3,"('swim', 'office')",2,france
331955,0.3,"('field', 'swim')",2,france
331956,0.3,"('forest', 'swim')",2,france
331957,0.3,"('hill', 'swim')",2,france
331958,0.3,"('resort', 'swim')",2,france
331959,0.3,"('city', 'swim')",2,france
331960,0.3,"('town', 'swim')",2,france
331961,0.3,"('house', 'swim')",2,france
340140,0.3,"('plain', 'swim')",2,france
340141,0.3,"('plain', 'beach')",2,france
340142,0.3,"('plain', 'climb')",2,france
340143,0.3,"('plain', 'park')",2,france
340144,0.3,"('plain', 'steep')",2,france
340145,0.3,"('plain', 'cliff')",2,france
340146,0.3,"('plain', 'office')",2,france
340147,0.3,"('plain', 'field')",2,france
340148,0.3,"('plain', 'forest')",2,france
340149,0.3,"('plain', 'hill')",2,france
340150,0.3,"('resort', 'plain')",2,france
340151,0.3,"('plain', 'city')",2,france
340152,0.3,"('plain', 'town')",2,france
340153,0.3,"('plain', 'house')",2,france
356523,0.3,"('fortress', 'scrub')",2,france
356524,0.3,"('city', 'scrub')",2,france
356526,0.3,"('cheese', 'produce')",2,france
356527,0.3,"('produce', 'climb')",2,france
356528,0.3,"('chapel', 'produce')",2,france
356529,0.3,"('steep', 'produce')",2,france
356530,0.3,"('castle', 'produce')",2,france
356531,0.3,"('show', 'produce')",2,france
356532,0.3,"('produce', 'building')",2,france
356533,0.3,"('cliff', 'produce')",2,france
356534,0.3,"('produce', 'office')",2,france
356535,0.3,"('forest', 'produce')",2,france
356536,0.3,"('hill', 'produce')",2,france
356537,0.3,"('town', 'produce')",2,france
356538,0.3,"('garden', 'produce')",2,france
356539,0.3,"('draw', 'produce')",2,france
356540,0.3,"('house', 'produce')",2,france
67,0.5,"('restaurant', 'building')",2,sweden
68,0.4,"('town', 'restaurant')",2,sweden
69,0.3,"('restaurant', 'office')",2,sweden
70,0.3,"('house', 'restaurant')",2,sweden
82,0.5,"('exhibition', 'building')",2,sweden
83,0.4,"('exhibition', 'restaurant')",2,sweden
84,0.4,"('exhibition', 'town')",2,sweden
85,0.3,"('exhibition', 'office')",2,sweden
86,0.3,"('exhibition', 'house')",2,sweden
113,0.5,"('store', 'building')",2,sweden
114,0.4,"('exhibition', 'store')",2,sweden
115,0.4,"('store', 'restaurant')",2,sweden
116,0.4,"('store', 'office')",2,sweden
117,0.4,"('town', 'store')",2,sweden
118,0.3,"('store', 'house')",2,sweden
176,0.4,"('bear', 'store')",2,sweden
177,0.4,"('bear', 'building')",2,sweden
178,0.3,"('exhibition', 'bear')",2,sweden
179,0.3,"('bear', 'restaurant')",2,sweden
180,0.4,"('bear', 'office')",2,sweden
181,0.4,"('bear', 'house')",2,sweden
182,0.4,"('bear', 'town')",2,sweden
303,0.4,"('store', 'island')",2,sweden
304,0.4,"('exhibition', 'island')",2,sweden
305,0.4,"('island', 'restaurant')",2,sweden
306,0.4,"('island', 'building')",2,sweden
307,0.3,"('bear', 'island')",2,sweden
308,0.3,"('island', 'office')",2,sweden
309,0.3,"('town', 'island')",2,sweden
310,0.2,"('island', 'ground')",2,sweden
311,0.2,"('house', 'island')",2,sweden
622,0.4,"('mix', 'restaurant')",2,sweden
623,0.4,"('mix', 'building')",2,sweden
624,0.3,"('mix', 'island')",2,sweden
625,0.3,"('store', 'mix')",2,sweden
626,0.3,"('exhibition', 'mix')",2,sweden
627,0.2,"('bear', 'mix')",2,sweden
628,0.3,"('town', 'mix')",2,sweden
629,0.2,"('mix', 'ground')",2,sweden
630,0.2,"('mix', 'office')",2,sweden
631,0.2,"('mix', 'house')",2,sweden
917,0.4,"('overlook', 'building')",2,sweden
918,0.3,"('bear', 'overlook')",2,sweden
919,0.3,"('store', 'overlook')",2,sweden
920,0.3,"('exhibition', 'overlook')",2,sweden
921,0.2,"('mix', 'overlook')",2,sweden
922,0.2,"('island', 'overlook')",2,sweden
923,0.2,"('restaurant', 'overlook')",2,sweden
924,0.3,"('house', 'overlook')",2,sweden
925,0.3,"('town', 'overlook')",2,sweden
926,0.2,"('coast', 'overlook')",2,sweden
927,0.2,"('overlook', 'ground')",2,sweden
928,0.2,"('office', 'overlook')",2,sweden
1298,0.4,"('bear', 'forest')",2,sweden
1299,0.3,"('store', 'forest')",2,sweden
1300,0.3,"('forest', 'building')",2,sweden
1301,0.2,"('forest', 'overlook')",2,sweden
1302,0.2,"('forest', 'island')",2,sweden
1303,0.2,"('exhibition', 'forest')",2,sweden
1304,0.2,"('forest', 'restaurant')",2,sweden
1305,0.3,"('forest', 'office')",2,sweden
1306,0.3,"('house', 'forest')",2,sweden
1307,0.3,"('town', 'forest')",2,sweden
1308,0.2,"('forest', 'ground')",2,sweden
1441,0.4,"('bear', 'approach')",2,sweden
1442,0.4,"('store', 'approach')",2,sweden
1443,0.4,"('approach', 'building')",2,sweden
1444,0.3,"('approach', 'forest')",2,sweden
1445,0.3,"('approach', 'overlook')",2,sweden
1446,0.3,"('approach', 'island')",2,sweden
1447,0.3,"('exhibition', 'approach')",2,sweden
1448,0.3,"('approach', 'restaurant')",2,sweden
1449,0.2,"('mix', 'approach')",2,sweden
1450,0.3,"('approach', 'office')",2,sweden
1451,0.3,"('approach', 'house')",2,sweden
1452,0.3,"('town', 'approach')",2,sweden
1453,0.2,"('approach', 'coast')",2,sweden
1454,0.2,"('approach', 'ground')",2,sweden
2712,0.3,"('steep', 'forest')",2,sweden
2713,0.3,"('bear', 'steep')",2,sweden
2714,0.3,"('steep', 'store')",2,sweden
2715,0.3,"('steep', 'building')",2,sweden
2716,0.2,"('steep', 'approach')",2,sweden
2717,0.2,"('steep', 'overlook')",2,sweden
2718,0.2,"('steep', 'mix')",2,sweden
2719,0.2,"('steep', 'island')",2,sweden
2720,0.2,"('exhibition', 'steep')",2,sweden
2721,0.2,"('steep', 'restaurant')",2,sweden
2722,0.3,"('steep', 'ground')",2,sweden
2723,0.3,"('steep', 'office')",2,sweden
2724,0.3,"('town', 'steep')",2,sweden
2725,0.2,"('steep', 'coast')",2,sweden
2726,0.2,"('steep', 'house')",2,sweden
2948,0.3,"('beach', 'overlook')",2,sweden
2949,0.3,"('bear', 'beach')",2,sweden
2950,0.3,"('exhibition', 'beach')",2,sweden
2951,0.3,"('beach', 'building')",2,sweden
2952,0.2,"('steep', 'beach')",2,sweden
2953,0.2,"('approach', 'beach')",2,sweden
2954,0.2,"('forest', 'beach')",2,sweden
2955,0.2,"('mix', 'beach')",2,sweden
2956,0.2,"('island', 'beach')",2,sweden
2957,0.2,"('store', 'beach')",2,sweden
2958,0.2,"('restaurant', 'beach')",2,sweden
2959,0.3,"('house', 'beach')",2,sweden
2960,0.3,"('town', 'beach')",2,sweden
2961,0.2,"('beach', 'ground')",2,sweden
2962,0.2,"('beach', 'office')",2,sweden
2963,0.2,"('show', 'beach')",2,sweden
3548,0.3,"('shop', 'mix')",2,sweden
3549,0.3,"('shop', 'island')",2,sweden
3550,0.3,"('shop', 'store')",2,sweden
3551,0.3,"('exhibition', 'shop')",2,sweden
3552,0.3,"('shop', 'restaurant')",2,sweden
3553,0.3,"('shop', 'building')",2,sweden
3554,0.2,"('shop', 'beach')",2,sweden
3555,0.2,"('shop', 'steep')",2,sweden
3556,0.2,"('shop', 'approach')",2,sweden
3557,0.2,"('shop', 'overlook')",2,sweden
3558,0.2,"('bear', 'shop')",2,sweden
3559,0.2,"('shop', 'coast')",2,sweden
3560,0.2,"('shop', 'ground')",2,sweden
3561,0.2,"('shop', 'office')",2,sweden
3562,0.2,"('shop', 'town')",2,sweden
5595,0.3,"('approach', 'harbour')",2,sweden
5596,0.3,"('island', 'harbour')",2,sweden
5597,0.3,"('bear', 'harbour')",2,sweden
5598,0.3,"('store', 'harbour')",2,sweden
5599,0.3,"('exhibition', 'harbour')",2,sweden
5600,0.3,"('restaurant', 'harbour')",2,sweden
5601,0.3,"('harbour', 'building')",2,sweden
5602,0.2,"('shop', 'harbour')",2,sweden
5603,0.2,"('beach', 'harbour')",2,sweden
5604,0.2,"('forest', 'harbour')",2,sweden
5605,0.2,"('harbour', 'overlook')",2,sweden
5606,0.2,"('mix', 'harbour')",2,sweden
5607,0.2,"('harbour', 'office')",2,sweden
5608,0.2,"('house', 'harbour')",2,sweden
5609,0.2,"('town', 'harbour')",2,sweden
8666,0.3,"('hostel', 'beach')",2,sweden
8667,0.2,"('steep', 'hostel')",2,sweden
8668,0.2,"('forest', 'hostel')",2,sweden
8669,0.2,"('hostel', 'overlook')",2,sweden
8670,0.2,"('bear', 'hostel')",2,sweden
8671,0.2,"('exhibition', 'hostel')",2,sweden
8672,0.2,"('hostel', 'building')",2,sweden
8673,0.2,"('house', 'hostel')",2,sweden
8674,0.2,"('town', 'hostel')",2,sweden
8701,0.3,"('avenue', 'building')",2,sweden
8702,0.2,"('shop', 'avenue')",2,sweden
8703,0.2,"('avenue', 'steep')",2,sweden
8704,0.2,"('avenue', 'mix')",2,sweden
8705,0.2,"('avenue', 'island')",2,sweden
8706,0.2,"('avenue', 'store')",2,sweden
8707,0.2,"('exhibition', 'avenue')",2,sweden
8708,0.2,"('avenue', 'restaurant')",2,sweden
8709,0.2,"('avenue', 'coast')",2,sweden
8710,0.2,"('avenue', 'office')",2,sweden
8711,0.2,"('town', 'avenue')",2,sweden
8970,0.3,"('steep', 'draw')",2,sweden
8971,0.3,"('draw', 'forest')",2,sweden
8972,0.3,"('bear', 'draw')",2,sweden
8973,0.2,"('draw', 'hostel')",2,sweden
8974,0.2,"('draw', 'beach')",2,sweden
8975,0.2,"('approach', 'draw')",2,sweden
8976,0.2,"('draw', 'overlook')",2,sweden
8977,0.2,"('store', 'draw')",2,sweden
8978,0.2,"('draw', 'building')",2,sweden
8979,0.2,"('draw', 'ground')",2,sweden
8980,0.2,"('draw', 'office')",2,sweden
8981,0.2,"('draw', 'house')",2,sweden
8982,0.2,"('town', 'draw')",2,sweden
9241,0.3,"('exhibition', 'swim')",2,sweden
9242,0.3,"('swim', 'building')",2,sweden
9243,0.2,"('hostel', 'swim')",2,sweden
9244,0.2,"('swim', 'harbour')",2,sweden
9245,0.2,"('beach', 'swim')",2,sweden
9246,0.2,"('approach', 'swim')",2,sweden
9247,0.2,"('forest', 'swim')",2,sweden
9248,0.2,"('swim', 'overlook')",2,sweden
9249,0.2,"('island', 'swim')",2,sweden
9250,0.2,"('bear', 'swim')",2,sweden
9251,0.2,"('store', 'swim')",2,sweden
9252,0.2,"('restaurant', 'swim')",2,sweden
9253,0.2,"('house', 'swim')",2,sweden
9254,0.2,"('town', 'swim')",2,sweden
9792,0.3,"('land', 'forest')",2,sweden
9793,0.3,"('bear', 'land')",2,sweden
9794,0.2,"('land', 'swim')",2,sweden
9795,0.2,"('land', 'draw')",2,sweden
9796,0.2,"('land', 'hostel')",2,sweden
9797,0.2,"('land', 'harbour')",2,sweden
9798,0.2,"('land', 'beach')",2,sweden
9799,0.2,"('steep', 'land')",2,sweden
9800,0.2,"('approach', 'land')",2,sweden
9801,0.2,"('land', 'island')",2,sweden
9802,0.2,"('store', 'land')",2,sweden
9803,0.2,"('exhibition', 'land')",2,sweden
9804,0.2,"('land', 'restaurant')",2,sweden
9805,0.2,"('land', 'building')",2,sweden
9806,0.2,"('lakeside', 'land')",2,sweden
9807,0.2,"('land', 'office')",2,sweden
9808,0.2,"('land', 'house')",2,sweden
9809,0.2,"('town', 'land')",2,sweden
10935,0.3,"('shore', 'swim')",2,sweden
10936,0.3,"('exhibition', 'shore')",2,sweden
10937,0.3,"('shore', 'building')",2,sweden
10938,0.2,"('land', 'shore')",2,sweden
10939,0.2,"('shore', 'hostel')",2,sweden
10940,0.2,"('shore', 'harbour')",2,sweden
10941,0.2,"('shore', 'beach')",2,sweden
10942,0.2,"('approach', 'shore')",2,sweden
10943,0.2,"('shore', 'forest')",2,sweden
10944,0.2,"('shore', 'overlook')",2,sweden
10945,0.2,"('shore', 'island')",2,sweden
10946,0.2,"('bear', 'shore')",2,sweden
10947,0.2,"('store', 'shore')",2,sweden
10948,0.2,"('shore', 'restaurant')",2,sweden
10949,0.2,"('resort', 'shore')",2,sweden
10950,0.2,"('shore', 'house')",2,sweden
10951,0.2,"('town', 'shore')",2,sweden
13094,0.2,"('woodland', 'draw')",2,sweden
13095,0.2,"('woodland', 'steep')",2,sweden
13096,0.2,"('woodland', 'approach')",2,sweden
13097,0.2,"('woodland', 'forest')",2,sweden
13098,0.2,"('woodland', 'overlook')",2,sweden
13099,0.2,"('bear', 'woodland')",2,sweden
13100,0.2,"('woodland', 'store')",2,sweden
13101,0.2,"('woodland', 'building')",2,sweden
13349,0.2,"('avenue', 'fortification')",2,sweden
13350,0.2,"('fortification', 'building')",2,sweden
13352,0.2,"('skyscraper', 'harbour')",2,sweden
13353,0.2,"('shop', 'skyscraper')",2,sweden
13354,0.2,"('skyscraper', 'beach')",2,sweden
13355,0.2,"('approach', 'skyscraper')",2,sweden
13356,0.2,"('skyscraper', 'overlook')",2,sweden
13357,0.2,"('mix', 'skyscraper')",2,sweden
13358,0.2,"('skyscraper', 'island')",2,sweden
13359,0.2,"('bear', 'skyscraper')",2,sweden
13360,0.2,"('store', 'skyscraper')",2,sweden
13361,0.2,"('exhibition', 'skyscraper')",2,sweden
13362,0.2,"('skyscraper', 'restaurant')",2,sweden
13363,0.2,"('skyscraper', 'building')",2,sweden
17447,0.2,"('land', 'park')",2,sweden
17448,0.2,"('draw', 'park')",2,sweden
17449,0.2,"('park', 'hostel')",2,sweden
